medications	C0013216
continued	C0549178
bleeding	C0019080
FLAGYL	C0699678
METRONIDAZOLE	C0025872
AMBIEN	C0487782
ZOLPIDEM TARTRATE	C0724725
ulcer	C0041582
GE junction	C0014871
GUAIFENESIN	C0018305
CORONARY ARTERY DISEASE	C1956346
a coronary artery bypass graft	C0010055
this operation	C0543467
a pacer implantation	C0189842
sick sinus syndrome	C0037052
anginal pain	C0002962
Ejection fraction	C0232174
Non-insulin dependent diabetes mellitus	C0011860
Coronary artery disease	C1956346
coronary artery bypass graft	C0010055
anterior myocardial infarction	C0340320
sick sinus syndrome	C0037052
Cardiac catheterization	C0018795
saphenous vein graft	C0729538
100% occluded	C0001168
Capoten	C0006938
Lanoxin	C0699988
Cardizem	C0700940
Glucophage	C0591573
Amaryl	C0595112
Physical examination	C0031809
the vital signs	C0150404
auscultation	C0004339
irregular	C0205271
murmurs	C0018808
Pulses	C0034107
ischemia	C0022116
EKG	C1623258
Rhythm	C0577801
Balloon	C0009346
His Melranon	C0128513
his ACE inhibitor	C0003015
Amiodarone	C0002598
Hirudin	C0019573
deep venous thrombosis	C0149871
allergic	C3539909
heparin	C0019134
Coumadin	C0699129
Coumadinization	C0150457
Amiodarone	C0002598
Captopril	C0006938
Digoxin	C0012265
Colace	C0282139
Lasix	C0699992
Potassium chloride	C0032825
Glucophage	C0591573
Coumadin	C0699129
myocardial infarction	C0027051
anterior septal	C0225873
large	C0549177
dyspnea	C0013404
progressive	C0205329
angioplasty	C0162577
multiple	C0439064
stents	C0522776
coronary artery bypass graft	C0010055
reoperative	C0035110
pacer placement	C0189842
severe	C0205082
triple vessel coronary artery disease	C0340285
100% occluded	C0001168
RCA	C1261316
diseased	C0012634
severely	C0205082
LAD	C0226032
aspirin	C0004057
Glucotrol	C0701228
exercise treadmill test	C0430458
coronary artery bypass graft times three	C0396777
reoperative	C0035110
proximal	C0205107
graft	C0348047
subaortic	C0442181
graft	C0348047
Epinephrine	C0014563
drip	C0460104
heparin induced thrombocytopenia	C1319556
therapeutic	C0302350
Coumadin	C0699129
coronary artery bypass graft	C0010055
reoperative	C0035110
Glucotrol	C0701228
OM1	C0524434
graft	C0348047
CORONARY ARTERY DISEASE	C1956346
coronary artery disease	C1956346
Ischemic cardiomyopathy	C0349782
orthotopic heart transplantation	C0397145
hyperlipidemia	C0020473
hypertension	C0020538
coronary graft disease	C4074915
medical noncompliance	C0184543
Cardiac echocardiogram	C0013516
orthotopic heart transplantation	C0397145
dyspnea	C0013404
CMV infection	C0010823
hypertension	C0020538
poorly controlled lipids	C0428460
peripheral vascular disease	C0085096
chronic renal insufficiency	C0403447
a creatinine	C0201975
coronary angiography	C0085532
a catheterization	C0007430
coronary allograft disease	C4074915
A biopsy	C0005558
eosinophils	C0200638
pulsed IV steroids	C0563322
Imuran	C0699279
mycophenolate Mofetil	C0209368
Chest x-ray	C0039985
cariogenic pulmonary edema	C0398350
An echocardiogram	C0013516
an ejection fraction	C0232174
an endomyocardial biopsy	C0189785
ejection	C2732702
coronary artery disease	C1956346
coronary allograft vasculopathy	C0340890
hyperlipidemia	C0020473
peripheral vascular disease	C0085096
CMV infection	C0010823
hypertension	C0020538
depression	C0011581
tricuspid regurgitation	C0040961
Examination	C0031809
cool extremities	C0277925
His blood pressure	C0005824
heart rate	C0034107
jugular venous pressure	C1287691
Carotids	C0232136
Crackles	C0034642
a left ventricular heave	C1720139
an S3 galop	C0232237
nontender	C0520960
the pulses	C1287726
a sodium	C0337443
potassium	C0202194
BUN	C0005845
creatinine	C0201975
glucose	C0337438
hematocrit	C0018935
The electrocardiogram	C1623258
chest x-ray	C0039985
enlarged heart	C0018800
The echocardiogram	C0013516
pericardial effusion	C0031039
an ejection fraction	C0232174
Hydrocortisone	C0020268
Lasix	C0699992
cardiac arrest	C0018790
intravenous fluids	C0522792
defibrillation	C0397419
CPR	C0007203
The rhythm	C0199556
sinus tachycardia	C0039239
ventricular tachycardia	C0042514
ventricular fibrillation	C0042510
A pericardiocentesis	C0191234
A transvenous pacing wire	C0336575
The resuscitation efforts	C0035273
An autopsy	C0004398
repeat	C0205341
angiogram	C0002978
mild	C2945599
congestive heart failure	C0018802
prominent	C0205402
pulmonary vessels	C0459963
worsening	C0332271
systolic dysfunction	C0749225
multiple	C0439064
cardioversions	C0013778
palpable	C0522499
blood pressure	C0005824
intravenous	C2317349
epinephrine	C0014563
intravenous	C2317349
Atropine	C0004259
intravenous	C2317349
calcium	C0006675
heart failure	C0018801
severe	C0205082
atherosclerosis	C0017327
moderate	C0205081
diffuse	C0205219
rejection	C0345468
grade	C0441800
1B	C0450345
echocardiogram	C0013516
bedside	C0282662
coronary allograft vasculopathy	C0340890
decrease in all volts	C1262485
marked	C0522501
epinephrine	C0014563
intravenous	C2317349
bicarbonate	C0005367
amp	C1706498
poor	C0542537
R wave progression	C1287078
no measurable blood pressure	C0428893
abdominal pain	C0000737
CPR	C0007203
defib	C0397419
intubation	C0021925
pressors	C0042397
ALBUTEROL INHALER	C0354688
Shortness of Breath	C0013404
Wheezing	C0043144
Constipation	C0009806
GLYBURIDE	C0017628
LACTULOSE	C0022957
diarrhea	C0011991
SENNA TABLETS	C3232296
SIMETHICONE	C0037138
gas	C0577089
upset stomach	C0235309
TAMOXIFEN	C0039286
LEVOFLOXACIN PO	C1271155
TAMOXIFEN CITRATE	C0079589
LEVOFLOXACIN	C0282386
PILOCARPINE 4% SOLUTION	C0979545
FLONASE ( FLUTICASONE NASAL SPRAY )	C4257080
iron products	C0302583
a levofloxacin	C0282386
ciprofloxacin	C0008809
tube feeds	C0311131
TAMOXIFEN CITRATE	C0079589
LEVOFLOXACIN	C0282386
CALCIUM CARB + D	C0719097
CEFUROXIME	C0007562
abdominal pain	C0000737
abdominal pain	C0000737
Allergies	C3539909
PCN	C0220892
rash	C0015230
Bactrim	C0591139
hives	C0042109
Erythro	C0014806
nausea	C0027497
Ceclor	C0007537
nausea	C0027497
Clarythro	C0055856
rash	C0015230
poliomyelitis	C0032371
breast CA	C0006142
tamoxifen	C0039286
vent dependent	C2911574
an iron lung	C0559400
abdominal pain	C0000737
epigastric pain	C0232493
Pain	C0030193
any fever	C0015967
BRBPR	C0018932
melena	C0025222
dysuria	C0013428
T	C0204688
HR	C0034107
BP	C0005824
R	C1443397
Sat	C0523807
Exam	C0031809
hyperactive bowel sounds	C0232694
abd distention	C0000731
tenderness	C0234233
rebound	C0234246
guarding	C0427198
Abd CT	C0412620
ileus	C4019039
bowel regimen	C0150155
Senna	C3489575
magcitrate	C0126774
Lactulose	C0022957
Her abd distention	C0000731
tenderness	C0234233
Levo	C0282386
UTI	C0042029
pyuria	C0034359
iron lung	C0559400
VITAMIN C	C0003968
ASCORBIC ACID	C0003968
MIACALCIN	C0721702
CALCITONIN - SALMON	C0073994
1MAG CITRATE	C0126774
CITRATE OF MAGNESIA	C0126774
COLACE	C0282139
DOCUSATE SODIUM	C0243237
MVI THERAPEUTIC W / MINERALS	C3661835
THERAP VITS / MINERALS	C3661835
ALPHAGAN	C0594452
BRIMONIDINE TARTRATE	C0077768
LEVOFLOXACIN	C0282386
CELEXA	C0719199
CITALOPRAM	C0008845
LUMIGAN	C0939372
BIMATOPROST	C0937917
palpation	C0030247
LLQ	C0230180
SERIOUS	C0205404
INTERACTION	C0687133
SERIOUS	C0205404
INTERACTION	C0687133
600MG CA + VIT D/200 IU	C0692710
ELEM	C3853260
distended	C0012359
right colon	C1305188
abdominal pain	C0000737
constipation	C0009806
related	C0332281
MYELODYSPLASTIC SYNDROME	C3463824
RHEUMATOID ARTHRITIS	C0003873
DIABETES MELLITUS	C0011849
MULTIPLE FOCAL ATRIAL TACHYCARDIA	C0221158
CONGESTIVE HEART FAILURE	C0018802
DILATED CARDIOMYOPATHY	C0007193
EJECTION FRACTION	C0232174
CORONARY ARTERY DISEASE	C1956346
HOME O2	C1960973
myelodysplastic syndrome	C3463824
decreased hematocrit	C0474550
chronic anemia	C0581384
a bone marrow biopsy	C0005954
myelodysplastic syndrome	C3463824
His transfusions	C1879316
fluid overload	C0546817
congestive heart failure	C0018802
ischemia cardiomyopathy	C0349782
a transfusion	C1879316
complications	C0009566
dizziness	C0012833
fatigue	C0015672
a low hematocrit	C0474550
transfusion	C1879316
fever	C0015967
chills	C0085593
chest pain	C0008031
hemoptysis	C0019079
arthritis	C0003864
cellulitis	C0007642
paronychia	C0030578
Myelodysplastic syndrome	C3463824
Coronary artery disease	C1956346
ischemiccardiomyopathy	C0349782
ejection fraction	C0232174
MAT	C0221158
chronic obstructive pulmonary disease	C0024117
home oxygen	C1960973
Non insulin dependent diabetes mellitus	C0011860
Rheumatoid arthritis	C0003873
peptic ulcer disease	C0030920
Cataracts	C0521707
Psoriasis	C0033860
hemoptysis	C0019079
Coumadin	C0699129
TURP	C0040771
Quinine	C0034417
Quinidine	C0034414
Bactrim	C0591139
Plaquenil	C0699177
Temperature	C0204688
heart rate	C0034107
irregular	C0205271
blood pressure	C0005824
O2 saturation	C0523807
Bilateral cataracts	C0521707
lymphadenopathy	C0497156
Rales	C0034642
Cardiovascular examination	C0436125
jugular venous distention	C1167958
carotid bruits	C0007280
heart rate	C0034107
tachycardic	C0039231
murmur	C0018808
Obese	C0028754
non-tender	C0520960
Heme	C2711635
Joint deformities	C0427244
rheumatoid arthritis	C0003873
Neurological examination	C0027853
SMA-7	C0438930
a creatinine	C0201975
a glucose	C0337438
Hematocrit	C0018935
white count	C0023508
platelets	C0032181
a ANC	C0200633
differential	C0162401
segs	C0523107
bands	C0200634
lymphs	C0200635
monos	C0200637
Digoxin level	C0337449
Theo-Dur level	C0039773
PT	C0033707
PTT	C0030605
Urinalysis	C0042014
Chest x-ray	C0039985
enlarged heart	C0018800
EKG	C1623258
MAT	C0221158
atrial fibrillation	C0004238
a ventricular response	C0085612
axis	C0429007
ST scooping	C0520887
Dig	C0012265
isolation	C0204727
Lasix	C0699992
congestive heart failure	C0018802
radiated Leuco	C1277077
his hematocrit	C0018935
his hematocrit	C0018935
His hematocrit	C0018935
hematocrit	C0018935
asymptomatic	C0231221
the transfusions	C1879316
his hematocrit	C0018935
his LDH	C0202113
guaiac	C2711635
Prednisone	C0032952
Verapamil	C0042523
Digoxin	C0012265
Isordil	C0590720
Theo-Dur	C0039771
Lasix	C0699992
Enalapril	C0014025
Pepcid	C0678119
increasing	C0442808
weakness	C3714552
change	C0443172
chronic cough	C0010201
asymmetric	C0332514
thyroid	C0040132
palpable	C0522499
S4	C0425593
packed red blood cells	C2316467
prior	C0205156
transfusion	C1879316
multiple	C0439064
transfusionsm	C1879316
packed red blood cells	C2316467
ANEMIA	C0002871
SYMPTOMATIC	C0231220
BRONCHIECTASIS	C0006267
CHRONIC	C0205191
known	C0205309
transfusion	C1879316
dependent	C0851827
cardiac disease	C0018799
pulmonary disease	C0024115
transfusing	C1879316
increasing	C0442808
requirements	C0686904
congestive heart failure	C0018802
symptoms	C0159028
po antibiotic	C0559681
Ciprofloxacin	C0008809
great toe infection	C0586987
right	C0205090
bronchi ectasis	C0006267
chronic	C0205191
bilateral	C0238767
repair	C0374711
C3	C0223125
radiculopathy	C0700594
nodule	C0028259
small	C0700321
erythema	C0041834
minimal	C0547040
psoriasis	C0033860
Diffuse	C0205219
trunk	C0460005
arms	C0230332
neutropenia	C0853697
absolute	C0205344
redistribution	C0332620
mild	C2945599
pulmonary vascular	C0459963
congestive heart failure	C0018802
gross	C0439806
chronic ischemia	C0264694
changes	C0443172
change	C0443172
significant	C0750502
baseline	C1290922
EKG	C1623258
neutropenic	C0027947
precautions	C1300317
CHF	C0018802
stand point	C0420834
a drop in his hematocrit	C0878707
HEPATOCELLULAR CARCINOMA	C2239176
HEPATITIS C	C0019196
Hepatocellular carcinoma	C2239176
hepatitis C	C0019196
Liver transplant	C0023911
Re-exploration	C1293095
bleeding	C0019080
hepatitis C	C0019196
transfusions	C1879316
a rise in his alpha feta protein	C0428524
a biopsy of his liver	C0193388
hepatocellular carcinoma	C2239176
liver transplant	C0023911
exploratory laparotomy	C0085704
splenectomy	C0037995
tonsillectomy	C0040423
pneumonia	C0032285
hepatitis C	C0019196
hepatocellular carcinoma	C2239176
medications	C0013216
Lasix	C0699992
iron	C0302583
scleral icterus	C0240962
clubbing	C0149651
palmar erythema	C0014745
bilirubin	C0344395
SGOT	C0201899
chemo-embolization	C0185064
his hepatocellular carcinoma	C2239176
hepatectomy	C0019144
orthotopic liver transplant	C0400447
His operation	C0543467
packed red blood cells	C2316467
FFP	C0016709
platelets	C0443116
a coagulopathy	C0005779
re-exploration	C1293095
hematoma	C0018944
coagulopathic	C1458140
FFP transfusions	C1293883
renal failure	C0035078
ATN	C0022672
intubated	C0021925
FFP	C0016709
blood	C0456388
coagulopathy	C0005779
thrombocytopenia	C0040034
His immunosuppression	C0021079
OKT3	C0085379
Solu Medrol	C0701466
hemodialysis	C0019004
ultra filtration	C0041612
seizures	C0036572
his seizures	C0036572
Tegretol	C0700087
Dilantin	C0699512
mentally obtunded	C1621860
the seizure	C0036572
sutured	C0009068
bleeding from his nasopharynx	C0426468
upper gastrointestinal bleeding	C0041909
Endoscopy	C0014245
bleeding	C0019080
Pitressin	C0699128
the gastrointestinal bleeding	C0017181
cardiac arrest	C0018790
previous	C0205156
trauma	C3263723
no known drug allergies	C0262581
appreciable	C0750502
ascites	C0003962
bilateral	C0238767
ankle edema	C0235439
active	C0205177
bleeding	C0019080
daily	C0332173
transfusions	C1879316
persistent	C0332217
platelet transfusions	C0086818
severe	C0205082
bleeding	C0019080
hepatectomy	C0019144
Native	C0302891
liver transplant	C0023911
coagulopathy	C0005779
severe	C0205082
blood	C0456388
large	C0549177
amounts	C1265611
pulmonary edema	C0034063
resultant	C0332294
large	C0549177
amounts	C1265611
intravenous	C2317349
Valium	C0699187
tongue	C0040408
bleed	C0019080
large	C0549177
coagulopathy	C0005779
continued	C0332217
duodenitis	C0013298
diffuse	C0205219
hypotensive	C0020649
progressively	C0205329
bradycardia	C0428977
eventual	C0332294
ischemia	C0022116
kidneys	C0227665
Colon cancer	C0007102
diverticulitis	C0012813
cholecystectomy	C0008320
appendectomy	C0003611
hypertension	C0020538
Transverse colectomy	C0192863
tumor	C0027651
diverticulitis	C0012813
colon cancer	C0007102
colonoscopy	C0009378
bloating	C1291077
flatulence	C0016204
diarrhea	C0011991
weight loss	C1262477
Cholecystectomy	C0008320
colonoscopy	C0009378
tonsillectomy	C0040423
appendectomy	C0003611
NSVD	C1384485
hypertension	C0020538
Premarin vaginal	C3239607
enalapril	C0014025
Tylenol	C0699142
vitamins	C0042890
Halcion	C0733624
exam	C0031809
afebrile	C0277797
Her vital signs	C0150404
heart rate	C0034107
oxygen saturation	C0523807
auscultation	C0004339
murmurs	C0018808
rubs	C0232267
gallops	C0232200
nontender	C0520960
nondistended	C0577599
edema	C0013604
surgery	C0543467
transverse colectomy	C0192863
tumor	C0027651
the procedure	C0184661
complications	C0009566
an epidural	C0812144
PCA	C0078944
pain control	C1304888
NPO	C0419179
clear liquids	C2184084
her pain medication	C0002771
metoprolol	C0025859
enalapril	C0014025
physical therapy	C0949766
pain	C0030193
Tylenol	C0699142
pain	C0030193
Metoprolol	C0025859
Motrin	C0699203
pain	C0030193
Halcion	C0733624
Dulcolax	C0591416
constipation	C0009806
Senna	C3489575
bleeding from the surgical wounds	C3698418
pus from the wounds	C0558149
metoprolol	C0025859
her ACE inhibitor	C0003015
adenocarcinoma	C0001418
invasive	C0205281
moderately differentiated	C0205616
fatigue	C0015672
increased	C0205217
some	C0205392
discomfort	C2364135
left lower abdomen	C0230180
left wrist	C0230366
ORIF	C1297885
ear surgery	C0198010
No known drug allergies	C0262581
blood pressure	C0005824
Baseline	C1290922
post surgical	C0032790
soft diet	C0301569
oral	C2316867
pain medications	C0002771
left ear	C0229299
p.o.	C2316867
pain regimen	C0002771
ADULT RESPIRATORY DISTRESS SYNDROME	C0035222
adult respiratory distress syndrome	C0035222
acute renal insufficiency	C1565662
coronary artery disease	C1956346
a four vessel coronary artery bypass graft	C0396783
pulmonary hypertension	C0020542
hepatitis C	C0019196
cirrhosis	C0023890
portal hypertension	C0020541
an upper gastrointestinal bleed	C0041909
pulmonary infiltrates	C0277877
acute renal failure	C0022660
pulmonary hypertension	C0020542
fatigue	C0015672
a hematocrit	C0018935
an esophagogastroduodenoscopy	C0079304
gastritis	C0017152
portal hypertensive gastropathy	C0580174
varices	C0042345
A colonoscopy	C0009378
bleeding	C0019080
iron sulfate	C0060282
loss of consciousness	C0041657
substernal chest pain	C0151826
pleuritic pain	C0008033
shortness of breath	C0013404
cough	C0010200
myocardial infarction	C0027051
pneumonia	C0032285
cefuroxime	C0007562
Lasix	C0699992
congestive heart failure	C0018802
hypotensive	C0520541
hypoxic	C0242184
intubated	C0021925
chest x-ray	C0039985
acute renal insufficiency	C1565662
minimal urine output	C0028961
dopamine	C0013030
hemodynamic instability	C0948268
An echocardiogram	C0013516
Blood cultures	C0200949
myocardial infarction	C0027051
creatine kinases	C0201973
further work up	C0420266
dopamine	C0013030
Levo	C0733815
His chest x-ray	C0039985
adult respiratory distress syndrome	C0035222
pneumonia	C0032285
A urinalysis	C0042014
blood	C0005767
urine sediment	C1261248
active	C0205177
dysmorphic cells	C1317332
red cell casts	C0369181
ANCA	C0201530
anti-GBM	C1269630
anti-streptolycin	C0201655
ANA	C0587178
UPEP	C0201721
SPEP	C0201720
renal ultrasound	C0203408
a bronchoscopy	C0006290
fresh blood	C0019080
a pulmonary arterial line	C0179790
pulmonary-renal syndrome	C0549143
CVVH	C0472684
comfort care	C0150521
CVVH	C0472684
the ventilator	C0087153
concentric	C0439744
left ventricular hypertrophy	C0149721
severe	C0205082
right ventricular dilatation	C0344893
severe	C0205082
tricuspid regurgitation	C0040961
increased	C0205217
pulmonary artery pressure	C0428642
no growth	C0445119
right hemidiaphragm	C1562879
elevated	C0205250
mild	C2945599
protein uria	C0033687
significant	C0750502
complications	C0009566
candidal	C0006836
esophagitis	C0014868
anterior	C0205094
dysplasia	C0334044
infiltrate	C0332448
left lower lobe	C1261077
chest physical therapy	C0199467
expanding	C0205229
pulmonary infiltrates	C0277877
right ventricular septal hypokinesis	C0455855
flattening	C0333074
apical	C0205111
right ventricular	C0225883
clot	C0302148
aortic stenosis	C0003507
mild	C2945599
pulmonary hypertension	C0020542
severe	C0205082
hypotensive	C0520541
patchy	C0205413
diffuse	C0205219
left lung	C0225730
infiltrates	C0332448
patchy	C0205413
infiltrates	C0332448
left upper lung	C1261076
cryoglobulin	C0202093
hepatitis C	C0019196
clot	C0302148
old	C0580836
albumin	C0201838
Severe chronic obstructive pulmonary disease	C0730607
Respiratory failure	C1145670
Congestive heart failure	C0018802
Right lower lobe pneumonia	C0585105
Atonic bladder	C0403645
suprapubic catheter	C0150798
Anxiety	C0003467
Coronary artery disease	C1956346
colon cancer	C0007102
hemicolectomy	C0149750
severe chronic obstructive pulmonary disease	C0730607
respiratory insuffiencey	C0035229
pneumonia	C0032285
discomfort	C2364135
his suprapubic catheter	C0150798
discomfort	C2364135
his catheter	C0085590
increasing shortness of breath	C0574066
confused	C0683369
disoriented	C0233407
shortness of breath	C0013404
fevers	C0015967
chills	C0085593
sputum	C0038056
chest pain	C0008031
orthopnea	C0085619
paroxysmal nocturnal dyspnea	C1956415
P02	C0428168
PC02	C0428189
PH	C0202165
respiratory therapy	C0035239
nebulizer treatments	C0199447
intubation	C0021925
nasal oxygen	C1299376
intravenous steroids	C0563322
intravenous antibiotics	C0559680
A chest x-ray	C0039985
his chest x-ray	C0039985
pneumonia	C0032285
Atonic bladder	C0403645
a suprapubic tube	C0150798
Anxiety	C0003467
Coronary artery disease	C1956346
angina	C0002962
colon cancer	C0007102
a colectomy	C0009274
Ativan	C0699194
Trusopt	C0592218
Xalatan	C0593887
Brimonidine	C0525227
Combivent	C0591282
Aerobid	C0060501
Sorbitol	C0037688
a blood pressure	C0005824
heart rate	C0034107
respiratory rate	C1443397
His temperature	C0204688
jugular venous distention	C1167958
masses	C1265602
Lung exam	C0436121
decreased breath sounds	C0238844
crackles in the bases	C0240859
wheezes	C0043144
rhonchi	C0035508
Heart exam	C0562319
murmur	C0018808
S3	C0232237
nontender	C0520960
masses palpable	C0746412
Rectal exam	C0199900
stool heme	C2711635
Neurological exam	C0027853
Deep tendon reflexes	C1287940
Sodium	C0337443
potassium	C0202194
glucose	C0337438
P02	C0428168
PC02	C0428189
PH	C0202165
Blood urea nitrogen	C0005845
creatinine	C0201975
uric acid	C0202239
alkaline phosphatase	C0201850
hematocrit	C0018935
white blood cell count	C0023508
Urine analysis	C0042014
white blood cells	C0023508
red blood cells	C0014772
Electrocardiogram	C1623258
sinus tachycardia	C0039239
nebulizer treatments	C0199447
Albuterol	C0001927
gram negative pneumonia	C0854248
urine output	C2919339
his treatment	C0087111
nebulizer treatments	C0199447
intravenous antibiotics	C0559680
the patient &apos;s diuresis	C0445398
his respiratory status	C1287398
A chest x-ray	C0039985
the opacities	C1265876
the chest x-ray	C0039985
pulmonary edema	C0034063
antibiotics	C0003232
pneumonia	C0032285
The antibiotic	C0003232
Levaquin	C0721336
The Ticarcillin	C0040193
The patient &apos;s respiratory status	C1287398
his respiratory status	C1287398
Lasix	C0699992
Cimetidine	C0008783
prophylaxis	C0199176
peptic ulcer disease	C0030920
Prilosec	C0700777
gastritis	C0017152
gastroesophageal reflux disease	C0017168
nausea	C0027497
vomiting	C0042963
gastrointestinal bleeding	C0017181
The patient &apos;s abdominal pain	C0000737
Prilosec	C0700777
physical therapy	C0949766
a rehab facility	C3845566
severe chronic obstructive pulmonary disease	C0730607
a rehab facility	C3845566
Physical Therapy	C0949766
Albuterol	C0001927
Heparin	C0019134
Ativan	C0699194
Nasal oxygen	C1299376
Levaquin	C0721336
Lasix	C0699992
Prednisone	C0032952
Xalatan eyedrops	C3240053
Alphagan	C0594452
Trusopt	C0592218
Prilosec	C0700777
slight	C2937276
shortness of breath	C0013404
recent	C0332185
upper respiratory infections	C0041912
change	C0443172
cough	C0010200
moderate	C0205081
respiratory distress	C0476273
initial	C0205265
blood gases	C0005800
continuous	C0549178
respiratory therapy	C0035239
moderate	C0205081
respiratory distress	C0476273
moderate	C0205081
respiratory distress	C0476273
previous	C0205156
electrocardiogram	C1623258
significant	C0750502
changes	C0443172
intravenous	C2317349
Ticarcillin	C0040193
intravenous	C2317349
Lasix	C0699992
intravenous	C2317349
Solu-Medrol	C0701466
some	C0205392
abnormality	C0205161
right lower lobe	C1261075
serious	C0205404
pneumonia	C0032285
mild	C2945599
epigastric discomfort	C1291078
continued	C0549178
respiratory therapy	C0035239
normal saline	C0445115
suprapubic catheter	C0150798
area	C0205146
site of the catheter	C0449652
blood	C0019080
some	C0205392
medications	C0013216
at home	C0442519
nasal oxygen	C1299376
02	C0030054
Albuterol	C0001927
nebulizers	C2919541
new	C0205314
changes	C0443172
emphysema	C0013990
bilateral	C0238767
severe	C0205082
scarring lungs	C0577703
both lungs	C0225754
air space opacifications	C0577915
new	C0205314
left apex	C0225731
right lower lobe	C1261075
pulmonary edema	C0034063
asymmetric	C0332514
Neck	C0027530
exam	C0031809
02	C0030054
creatinine phosphokinase isoenzymes	C1621940
too low	C0442811
brisk	C0443162
diuresis	C0445398
CORONARY ARTERY DISEASE	C1956346
Coronary artery disease	C1956346
Congestive heart failure	C0018802
Ventricular ectopy	C0151636
Pulmonary hypertension	C0020542
Cardiomegaly	C0018800
Sinus tachycardia	C0039239
Diabetes mellitus	C0011849
Paraphimosis	C0030483
Right bundle branch block	C0085615
Pericarditis	C0031046
Heparin	C0019134
thrombocytopenia	C0040034
Pronestyl	C0033216
nausea	C0027497
coronary artery bypass grafting x 3	C0396777
Insertion of intra-aortic balloon pump	C0190359
Left ventriculography	C0202857
bilateral coronary angiography	C0202865
Signal average EKG	C0199591
Digoxin	C0012265
Ecotrin	C0699274
Coumadin	C0699129
Lisinopril	C0065374
Micronase	C0017628
double pneumonia	C1142578
hypertension	C0020538
diabetes mellitus	C0011849
headache	C0018681
disorientation	C0233407
A CT	C0040405
MRI scan	C0024485
aspirin	C0004057
hypertension	C0020538
Vasotec	C0728763
A Holter monitor	C0430461
ventricular ectopy	C0151636
A thallium stress test	C2316301
tachycardia	C0039231
a fall in blood pressure	C0439779
An echocardiogram	C0013516
further evaluation	C0420266
Blood pressure	C0005824
phosphorus	C0202178
weight	C1261467
Peripheral pulses	C0577835
Sodium	C0337443
potassium	C0202194
chloride	C0201952
CO2	C0201930
BUN	C0005845
creatinine	C0201975
glucose	C0337438
Cholesterol	C1445957
triglycerides	C0202236
HDL	C0392885
LDL	C0202117
total protein	C0555903
bilirubin	C0344395
alkaline phosphatase	C0201850
SGOT	C0201899
Hematocrit	C0018935
a white blood count	C0023508
MCV	C0863148
a pulmonary wedge pressure	C0034094
a pulmonary artery pressure	C0199629
Selective coronary angiography	C0202859
congestive heart failure	C0018802
further evaluation	C0420266
diuretics	C0012798
nitrates	C0028125
his aspirin	C0004057
IV Heparin	C0354566
Holter monitor	C0430461
epigastric pain	C0232493
unstable angina	C0002965
surgery	C0543467
an intra-aortic balloon pump	C0702122
quadruple coronary artery bypass grafting	C0396783
A paraphimosis	C0030483
surgery	C0543467
His intra-aortic balloon pump	C0702122
his diabetes mellitus	C0011849
his platelet count	C0032181
intravenous Heparin	C0354566
Heparin	C0019134
his platelet count	C0032181
a thrombocytopenic reaction	C0040034
Heparin	C0019134
nonsustained ventricular tachycardia	C2919575
a right bundle branch block	C0085615
ACE inhibitors	C0003015
Digoxin	C0012265
Coumadin	C0699129
aspirin	C0004057
cardiac catheterization	C0018795
bilateral	C0238767
cerebral infarcts	C0007785
multiple	C0439064
dyspnea	C0013404
severe	C0205082
hypokinesis	C0232172
global	C0205246
S4	C0425593
Loud	C0423523
II / VI murmur	C0232250
regurgitant	C0460152
nitroglycerin	C0017887
IV	C2317349
occluded right coronary artery	C1290385
midportion	C0444598
LAD	C0226032
multiple lesions	C0577305
significant	C0750502
hypokinesis	C0232172
diffuse	C0205219
left main	C0226031
critical	C1320740
lesion	C0221198
ventricular ectopy	C0151636
some	C0205392
anginal	C0002962
equivalent	C0205163
ventricular ectopy	C0151636
multifocal	C0205292
some	C0205392
ST segment changes	C0232326
anterolateral	C0332194
coronary anatomy	C0205042
critical	C1320740
placement	C0589567
patch	C1305400
LAD	C0226032
internal mammary artery graft	C1293394
left	C0205091
diagonal	C0226036
henous vein snake graft	C0729538
sinus tachycardia	C0039239
ongoing	C0580798
atrial premature beats	C0428989
ventricular premature beats	C0151636
occasional	C0521114
low	C0205251
left ventricular ejection fraction	C0428772
significant	C0750502
left ventricle dysfunction	C1997351
arrhythmias	C0003811
prothrombin times	C0033707
monitoring	C1292786
Old inferior wall myocardial infarction	C0340321
Head magnetic resonance imaging study	C0412674
Head computerized tomography scan	C0202691
echocardiogram	C0013516
transcranial Dopplers	C0206077
Holter electrocardiogram	C0430461
electroencephalogram	C0013819
visual field testing	C0042825
coronary artery disease	C1956346
myocardial infarction	C0027051
noninsulin dependent diabetes mellitus	C0011860
blurred vision	C0344232
change of vision	C0547030
The blurred vision	C0344232
transient ischemic attack	C0007787
stroke	C0038454
any nausea	C0027497
vomiting	C0042963
ataxia	C0004134
motor deficits	C0474393
speech deficits	C0233715
sensory deficits	C0150075
frontal headaches	C0239886
a tight neck	C0151315
a myocardial infarction	C0027051
cardiac medications	C0280076
new episodes	C0565959
diabetes mellitus	C0011849
Glipizide	C0017642
bladder papilloma	C0235754
prostate cancer	C0376358
stroke	C0038454
migraines	C0149931
Lopressor	C0700776
Cardizem	C0700940
Zantac	C0592278
Isordil	C0590720
Glipizide	C0017642
afebrile	C0277797
goiter	C0018021
bruit	C0006318
nontender	C0520960
